slurm-1407155.out:DATA, 1, 1, 1875.849000
slurm-1407155.out:DATA, 1, 1, 2903.996000
slurm-1407155.out:DATA, 1, 1, 1663.763000
slurm-1407156.out:DATA, 1, 2, 1848.468000
slurm-1407156.out:DATA, 1, 2, 3122.495000
slurm-1407156.out:DATA, 1, 2, 1640.190000
slurm-1407157.out:DATA, 1, 4, 1848.405000
slurm-1407157.out:DATA, 1, 4, 3129.609000
slurm-1407157.out:DATA, 1, 4, 1640.149000
slurm-1407158.out:DATA, 1, 8, 1767.875000
slurm-1407158.out:DATA, 1, 8, 2952.357000
slurm-1407158.out:DATA, 1, 8, 1561.877000
slurm-1407160.out:DATA, 1, 16, 1752.327000
slurm-1407160.out:DATA, 1, 16, 2965.938000
slurm-1407160.out:DATA, 1, 16, 1559.728000
