slurm-1398865.out:DATA, 1, 1, 58.483000
slurm-1398865.out:DATA, 1, 1, 54.152000
slurm-1398865.out:DATA, 1, 1, 38.755000
slurm-1398866.out:DATA, 1, 2, 56.154000
slurm-1398866.out:DATA, 1, 2, 51.099000
slurm-1398866.out:DATA, 1, 2, 36.798000
slurm-1398867.out:DATA, 1, 4, 54.153000
slurm-1398867.out:DATA, 1, 4, 50.372000
slurm-1398867.out:DATA, 1, 4, 34.861000
slurm-1398868.out:DATA, 1, 8, 54.244000
slurm-1398868.out:DATA, 1, 8, 50.455000
slurm-1398868.out:DATA, 1, 8, 35.994000
slurm-1398869.out:DATA, 1, 16, 54.450000
slurm-1398869.out:DATA, 1, 16, 49.972000
slurm-1398869.out:DATA, 1, 16, 36.540000
