slurm-1548100.out:DATA: Total Runtime: 20098.8224
slurm-1548101.out:DATA: Total Runtime: 10445.6257
slurm-1548102.out:DATA: Total Runtime: 6807.5576
slurm-1548103.out:DATA: Total Runtime: 5112.6463
slurm-1548104.out:DATA: Total Runtime: 3882.1488
