slurm-1534242.out:DATA: Total Runtime: 363.6331
slurm-1534243.out:DATA: Total Runtime: 189.9763
slurm-1534244.out:DATA: Total Runtime: 134.9939
slurm-1534245.out:DATA: Total Runtime: 102.3935
slurm-1534246.out:DATA: Total Runtime: 83.3200
