slurm-1525877.out:DATA: Total Runtime: 2.5862
slurm-1525878.out:DATA: Total Runtime: 2.6766
slurm-1525884.out:DATA: Total Runtime: 3.6531
slurm-1525885.out:DATA: Total Runtime: 3.3289
slurm-1525886.out:DATA: Total Runtime: 4.5821
