slurm-1399073.out:DATA, 1, 1, 473.461000
slurm-1399073.out:DATA, 1, 1, 427.021000
slurm-1399073.out:DATA, 1, 1, 307.026000
slurm-1399074.out:DATA, 1, 2, 464.297000
slurm-1399074.out:DATA, 1, 2, 441.143000
slurm-1399074.out:DATA, 1, 2, 315.399000
slurm-1399075.out:DATA, 1, 4, 435.061000
slurm-1399075.out:DATA, 1, 4, 399.630000
slurm-1399075.out:DATA, 1, 4, 288.673000
slurm-1399076.out:DATA, 1, 8, 439.945000
slurm-1399076.out:DATA, 1, 8, 405.037000
slurm-1399076.out:DATA, 1, 8, 288.302000
slurm-1399077.out:DATA, 1, 16, 438.692000
slurm-1399077.out:DATA, 1, 16, 398.989000
slurm-1399077.out:DATA, 1, 16, 299.189000
