slurm-1525209.out:DATA: Total Runtime: 5.2734
slurm-1525210.out:DATA: Total Runtime: 4.0433
slurm-1525211.out:DATA: Total Runtime: 4.4609
slurm-1525212.out:DATA: Total Runtime: 4.5921
slurm-1525213.out:DATA: Total Runtime: 5.6446
