slurm-1401039.out:DATA, 1, 1, 114.803000
slurm-1401039.out:DATA, 1, 1, 96.776000
slurm-1401039.out:DATA, 1, 1, 96.886000
slurm-1401040.out:DATA, 1, 2, 117.563000
slurm-1401040.out:DATA, 1, 2, 97.814000
slurm-1401040.out:DATA, 1, 2, 99.174000
slurm-1401041.out:DATA, 1, 4, 114.544000
slurm-1401041.out:DATA, 1, 4, 95.217000
slurm-1401041.out:DATA, 1, 4, 96.715000
slurm-1401042.out:DATA, 1, 8, 105.303000
slurm-1401042.out:DATA, 1, 8, 87.795000
slurm-1401042.out:DATA, 1, 8, 88.726000
slurm-1401043.out:DATA, 1, 16, 109.529000
slurm-1401043.out:DATA, 1, 16, 89.378000
slurm-1401043.out:DATA, 1, 16, 89.644000
