slurm-1407077.out:DATA, 1, 1, 468.645000
slurm-1407077.out:DATA, 1, 1, 718.453000
slurm-1407077.out:DATA, 1, 1, 411.034000
slurm-1407078.out:DATA, 1, 2, 464.566000
slurm-1407078.out:DATA, 1, 2, 785.900000
slurm-1407078.out:DATA, 1, 2, 409.312000
slurm-1407079.out:DATA, 1, 4, 464.120000
slurm-1407079.out:DATA, 1, 4, 784.423000
slurm-1407079.out:DATA, 1, 4, 409.679000
slurm-1407081.out:DATA, 1, 8, 442.043000
slurm-1407081.out:DATA, 1, 8, 746.265000
slurm-1407081.out:DATA, 1, 8, 388.033000
slurm-1407083.out:DATA, 1, 16, 438.599000
slurm-1407083.out:DATA, 1, 16, 741.206000
slurm-1407083.out:DATA, 1, 16, 386.672000
